outbreak_id,date_id,state_id,disease_id,source_id,new_outbreak_flag,controlled_flag,containment_rate_pct,response_time_hours,alert_level,predicted_cases,historical_cases,forecast_accuracy_pct,hospital_readiness_score,resource_readiness_score,emergency_alert_flag,state_name_raw
1671,17,7,5,2,yes,yes,100.0,42.3,Moderate,3781,4830,73.7,49.2,88.6,no,Gujarat
1950,31,23,3,4,yes,no,100.0,65.9,Low,2705,2198,73.4,69.8,73.4,no,Tamil Nadu
1961,18,30,9,6,yes,yes,100.0,87.1,Low,208,203,95.1,64.0,67.8,no,Jammu And Kashmir
113,11,8,7,1,yes,yes,100.0,6.4,High,1527,1109,64.7,60.9,78.9,yes,Haryana
1614,18,3,6,2,yes,yes,100.0,91.0,Moderate,2834,2034,59.0,58.0,59.1,no,Assam
1605,28,3,11,6,yes,yes,100.0,90.3,Low,5319,3905,66.1,71.8,71.4,no,Assam
2024,1,24,6,5,yes,yes,100.0,25.4,Moderate,1052,793,71.4,67.3,76.0,no,Telangana
1541,12,13,3,4,yes,no,100.0,18.4,Moderate,1463,1567,88.8,63.1,60.9,no,Madhya Pradesh
1463,3,19,5,6,yes,yes,100.0,25.1,Low,1385,1953,66.5,93.6,69.3,no,Odisha
2040,23,21,11,2,yes,no,100.0,41.0,Moderate,257,222,82.5,72.7,51.8,no,Rajasthan
1393,19,32,7,1,yes,yes,100.0,59.6,Moderate,3939,3101,69.2,63.1,53.6,no,Puducherry
2235,26,24,8,5,yes,yes,100.0,4.6,Moderate,1168,1432,78.1,58.6,59.2,no,Telangana
2210,34,5,3,6,yes,yes,100.0,19.2,Low,494,635,72.9,89.7,93.3,no,Chhattisgarh
1834,27,6,8,5,yes,yes,100.0,6.6,High,2821,2919,93.1,0.0,65.7,yes,Goa
23,9,17,3,4,yes,no,100.0,76.8,Moderate,1015,1232,79.3,70.4,88.2,no,Mizoram
2344,8,30,6,2,yes,no,100.0,47.2,Moderate,3717,3223,80.9,0.0,44.3,no,Jammu And Kashmir
2345,10,18,4,6,yes,yes,100.0,34.3,Low,3238,2728,85.2,76.2,100.0,no,Nagaland
2405,36,32,3,5,yes,yes,100.0,87.9,High,2719,2710,100.0,76.0,34.7,yes,Puducherry
532,2,14,3,1,yes,yes,100.0,2.9,Moderate,2948,2780,97.6,90.9,63.5,no,Maharashtra
326,13,26,9,1,yes,yes,100.0,93.7,Low,2801,2929,93.9,76.2,40.2,no,Uttar Pradesh
557,21,2,11,5,yes,yes,100.0,12.5,Moderate,5708,4616,74.6,34.3,42.9,no,Arunachal Pradesh
829,29,19,4,5,yes,yes,100.0,51.4,High,2852,2741,94.3,68.6,51.8,yes,Odisha
561,20,32,7,6,yes,yes,100.0,0.0,Low,1062,855,74.4,35.2,82.3,no,Puducherry
616,30,4,6,4,yes,yes,100.0,85.7,Moderate,4600,4356,98.2,80.3,85.0,no,Bihar
287,29,1,5,4,yes,yes,100.0,38.8,Low,3888,4798,78.3,61.9,81.7,no,Andhra Pradesh
785,26,17,5,1,yes,yes,100.0,31.9,Moderate,485,530,95.4,66.2,55.2,no,Mizoram
752,29,24,9,3,yes,yes,100.0,69.5,Low,1851,1564,83.1,83.8,77.6,no,Telangana
353,14,27,3,5,yes,yes,100.0,36.5,Low,4063,4287,94.5,61.6,54.0,no,Uttarakhand
2444,36,10,7,3,yes,yes,100.0,8.1,Low,5053,4993,100.0,64.4,64.7,no,Jharkhand
357,10,14,10,3,yes,yes,100.0,71.7,Low,3126,2515,76.9,65.2,48.3,no,Maharashtra
676,4,26,7,3,yes,yes,100.0,44.5,Moderate,1716,2039,83.3,60.3,92.5,no,Uttar Pradesh
504,21,30,10,2,yes,yes,100.0,61.1,High,2567,2226,87.6,78.3,76.4,yes,Jammu And Kashmir
900,18,17,12,3,yes,yes,100.0,56.9,Low,1371,1560,85.9,77.5,79.8,no,Mizoram
42,15,15,8,3,yes,yes,100.0,4.7,Moderate,1947,1682,81.8,81.2,78.7,no,Manipur
2300,30,25,1,1,yes,no,100.0,37.3,Moderate,2853,2743,96.9,71.9,54.0,no,Tripura
3,8,20,3,4,yes,yes,100.0,80.9,Moderate,4406,3434,71.4,67.1,62.8,no,Punjab
5,7,32,8,5,yes,yes,100.0,73.2,High,1232,1013,75.1,51.0,71.6,no,Puducherry
314,16,13,4,1,yes,yes,100.0,31.9,High,2455,2055,80.4,67.6,61.3,no,Madhya Pradesh
2271,30,30,1,1,yes,yes,100.0,68.3,Low,2329,2761,88.2,61.6,69.0,no,Jammu And Kashmir
942,32,12,8,4,yes,yes,100.0,92.6,Low,782,623,76.5,54.3,92.8,no,Kerala
2281,35,32,2,2,yes,yes,100.0,67.9,Low,4329,4234,92.8,67.2,74.2,no,Puducherry
963,17,22,9,4,yes,yes,100.0,78.6,Moderate,2781,2378,83.6,78.4,77.1,no,Sikkim
2314,33,15,1,5,yes,yes,100.0,73.9,Moderate,1768,1822,94.6,77.0,37.7,no,Manipur
304,31,17,12,5,yes,no,100.0,37.6,Low,2731,3552,74.9,70.6,69.6,no,Mizoram
1070,7,8,5,2,yes,yes,100.0,74.1,High,6309,4939,67.4,89.0,74.6,yes,Haryana
983,34,31,6,4,yes,yes,100.0,39.3,Low,1078,773,56.8,90.5,55.9,no,Ladakh
478,5,2,4,3,yes,yes,100.0,95.4,Moderate,2196,2347,89.7,68.8,79.7,no,Arunachal Pradesh
1969,28,11,3,6,yes,no,99.9,61.7,Low,297,383,74.4,62.5,87.9,no,Karnataka
1737,24,11,10,4,yes,no,99.9,2.3,Low,804,802,99.6,39.1,58.8,no,Karnataka
2118,20,16,12,5,yes,yes,99.7,0.0,Low,640,822,82.8,0.0,65.2,no,Meghalaya
45,25,12,11,5,yes,yes,99.7,58.2,Moderate,4713,4004,82.1,41.2,77.3,no,Kerala
337,5,9,5,1,yes,no,99.6,92.5,Moderate,1384,1163,80.4,65.3,47.2,no,Himachal Pradesh
2036,20,18,12,2,yes,yes,99.6,51.5,Moderate,4116,3474,78.3,56.6,65.6,no,Nagaland
2392,4,10,5,1,yes,no,99.6,67.7,Low,150,108,64.4,56.0,76.8,no,Jharkhand
662,31,12,2,2,yes,yes,99.2,0.0,Low,5988,4463,66.1,55.6,50.0,no,Kerala
292,3,7,8,6,yes,no,99.0,35.5,High,1116,1327,86.0,60.4,71.6,yes,Gujarat
1255,28,4,10,2,yes,no,98.9,81.3,Moderate,3076,2394,68.7,79.9,38.8,no,Bihar
151,26,22,1,5,yes,yes,98.8,5.3,Low,2635,2137,80.2,74.2,51.9,no,Sikkim
920,29,11,10,1,yes,yes,98.7,21.3,Moderate,4892,3855,72.2,54.9,56.0,no,Karnataka
1802,7,1,11,3,yes,yes,98.6,50.4,Low,3949,2996,71.3,72.5,72.2,no,Andhra Pradesh
341,30,15,2,2,yes,yes,98.6,12.4,Low,5064,4938,98.3,68.1,81.3,no,Manipur
797,32,3,10,5,yes,no,98.5,86.5,High,108,80,66.7,65.9,71.0,yes,Assam
881,21,17,5,4,yes,yes,98.5,49.1,Low,84,93,90.6,68.1,100.0,no,Mizoram
1095,23,7,8,6,yes,no,98.4,21.3,Low,3012,2519,82.8,70.5,38.6,no,Gujarat
328,22,11,7,1,yes,no,98.4,59.4,Low,6258,4510,59.1,56.5,58.1,no,Karnataka
2258,31,10,12,3,yes,no,98.3,84.5,Low,1953,2585,72.8,86.1,79.3,no,Jharkhand
2364,10,10,2,6,yes,yes,98.3,13.3,High,3453,3544,99.4,81.9,89.3,yes,Jharkhand
447,3,9,6,2,yes,yes,98.2,29.3,High,5166,4804,88.9,72.8,64.5,yes,Himachal Pradesh
1109,26,20,7,2,yes,yes,98.0,49.0,Low,4454,3703,80.5,60.9,62.0,no,Punjab
432,7,3,2,4,yes,no,97.9,23.5,Moderate,3778,3581,90.0,83.5,97.2,no,Assam
2497,22,30,6,4,yes,no,97.9,62.1,Low,291,210,61.0,89.5,60.1,no,Jammu And Kashmir
535,10,17,12,1,yes,yes,97.9,73.3,Moderate,4211,4673,92.5,70.8,80.5,no,Mizoram
1204,36,32,12,4,yes,yes,97.9,58.7,Moderate,2460,3237,75.8,53.1,66.2,no,Puducherry
2125,18,16,12,2,yes,yes,97.9,58.4,Low,3776,3090,82.6,92.1,67.1,no,Meghalaya
2012,19,5,7,5,yes,no,97.7,90.8,Low,2624,3667,81.95,39.3,74.6,no,Chhattisgarh
527,3,28,5,1,yes,yes,97.6,91.4,Moderate,771,674,83.2,79.0,93.8,no,West Bengal
1752,33,3,9,2,yes,yes,97.5,53.7,Low,1393,1723,84.5,63.3,73.9,no,Assam
1343,13,26,11,4,yes,no,97.5,7.6,Low,2742,3504,80.5,65.0,64.9,no,Uttar Pradesh
960,13,23,9,5,yes,yes,97.4,70.2,High,2918,3435,88.5,0.0,56.3,no,Tamil Nadu
539,3,10,10,6,yes,no,97.4,19.8,Moderate,3741,3098,77.4,76.6,100.0,no,Jharkhand
1620,8,24,2,1,yes,no,97.4,53.7,Low,1240,1513,80.6,33.4,79.1,no,Telangana
1380,30,21,8,5,yes,yes,97.3,45.1,High,4409,3733,81.95,88.6,100.0,no,Rajasthan
1021,28,28,3,4,yes,yes,97.2,0.0,Moderate,3133,2288,60.8,52.5,61.9,no,West Bengal
1409,32,32,10,5,yes,no,97.2,16.1,Low,1966,1898,97.1,57.3,60.4,no,Puducherry
2114,16,31,12,5,yes,yes,97.1,28.3,Low,2301,1676,58.2,80.6,91.9,no,Ladakh
322,20,7,10,3,yes,yes,97.0,63.9,Low,591,617,94.1,74.4,53.7,no,Gujarat
559,16,11,3,3,yes,yes,97.0,77.5,High,4081,4973,85.3,38.5,79.9,no,Karnataka
1482,36,19,3,4,yes,yes,97.0,29.9,High,2625,2120,73.8,43.1,67.9,no,Odisha
2467,27,10,4,1,yes,no,97.0,43.2,Moderate,5369,4098,73.7,62.8,83.0,no,Jharkhand
2048,14,8,4,4,yes,yes,96.9,32.7,Low,3699,3285,86.7,53.0,54.6,no,Haryana
841,36,7,1,2,yes,yes,96.8,51.9,Moderate,1230,1175,90.5,91.4,63.2,no,Gujarat
548,1,14,7,2,yes,yes,96.8,86.7,Low,3498,2663,69.3,72.1,61.6,no,Maharashtra
1853,27,25,1,3,yes,yes,96.8,24.7,Moderate,2697,3390,82.8,54.4,74.2,no,Tripura
366,9,11,2,4,yes,yes,96.8,80.2,Low,3279,2431,60.9,60.9,75.2,no,Karnataka
529,4,25,12,5,yes,no,96.8,45.1,Moderate,1246,968,68.5,79.1,100.0,no,Tripura
633,36,2,9,1,yes,yes,96.7,0.0,High,3397,2918,80.8,53.8,76.9,yes,Arunachal Pradesh
729,3,10,2,4,yes,yes,96.7,36.9,Low,599,658,95.7,82.1,67.5,no,Jharkhand
657,35,1,1,4,yes,no,96.6,56.8,Low,3038,2466,77.2,75.8,99.5,no,Andhra Pradesh
689,24,31,4,2,yes,yes,96.5,51.4,Low,1225,1223,100.0,63.3,85.9,no,Ladakh
1123,33,8,2,5,yes,yes,96.4,54.7,Low,3751,4118,91.4,72.0,78.1,no,Haryana
210,24,30,12,5,yes,no,96.3,41.3,High,1728,1469,81.6,0.0,50.1,no,Jammu And Kashmir
1765,21,13,3,1,yes,no,96.3,76.3,Moderate,3122,2682,79.5,47.3,51.5,no,Madhya Pradesh
46,34,13,9,3,yes,no,96.2,0.0,Low,2720,2770,94.3,72.6,94.4,no,Madhya Pradesh
1264,18,2,3,6,yes,yes,96.2,65.9,High,3610,4086,87.8,58.0,99.0,yes,Arunachal Pradesh
824,6,2,3,4,yes,yes,96.1,0.0,Low,4088,4021,100.0,84.5,70.2,no,Arunachal Pradesh
2381,17,8,7,4,yes,yes,96.0,79.3,High,3659,3299,85.0,47.8,65.4,yes,Haryana
414,33,7,4,3,yes,yes,96.0,62.8,High,5110,4586,88.2,63.7,84.6,yes,Gujarat
635,4,31,5,4,yes,yes,96.0,62.4,Low,1241,1694,76.2,75.8,75.6,no,Ladakh
1944,6,2,11,5,yes,yes,95.9,4.4,Low,2501,2026,76.2,95.8,50.3,no,Arunachal Pradesh
1873,9,26,3,6,yes,no,95.9,28.4,High,1616,2256,67.1,100.0,76.6,no,Uttar Pradesh
1183,5,23,5,6,yes,yes,95.7,62.6,Low,2869,2648,95.7,92.0,82.4,no,Tamil Nadu
1171,14,12,8,6,yes,no,95.4,60.3,Low,443,518,90.5,82.7,74.2,no,Kerala
876,2,25,11,5,yes,yes,95.4,58.1,Moderate,2850,2071,63.7,45.4,59.9,no,Tripura
1787,35,20,3,6,yes,no,95.3,90.2,Low,5046,4580,87.4,82.1,65.1,no,Punjab
754,15,7,8,4,yes,yes,95.3,11.8,High,5523,4734,84.9,63.5,75.4,yes,Gujarat
1833,5,18,3,1,yes,no,95.3,16.8,Moderate,1711,1554,89.8,0.0,70.9,no,Nagaland
1680,13,28,9,2,yes,yes,95.2,20.9,Moderate,4314,3525,77.6,44.8,58.3,no,West Bengal
1794,21,9,12,5,yes,no,95.2,35.9,Low,4520,3785,76.5,68.3,73.1,no,Himachal Pradesh
1829,7,21,5,4,yes,no,95.1,34.2,Low,3583,2974,83.3,62.7,82.3,no,Rajasthan
2103,23,3,2,4,yes,yes,95.1,33.8,Low,1942,2328,80.3,90.6,76.4,no,Assam
1552,6,28,5,1,yes,yes,95.0,61.3,Low,32,45,75.5,74.1,57.3,no,West Bengal
2071,5,32,5,3,yes,yes,95.0,33.3,Low,3254,3373,96.2,95.7,67.1,no,Puducherry
163,29,8,5,3,yes,no,94.9,54.5,Moderate,2570,2266,85.4,79.3,82.9,no,Haryana
1142,25,11,3,1,yes,yes,94.8,10.2,Moderate,5554,4193,64.9,77.9,56.2,no,Karnataka
47,28,3,10,5,yes,no,94.8,36.8,Moderate,5024,4357,87.2,95.9,66.8,no,Assam
865,36,24,1,4,yes,yes,94.8,83.4,High,320,306,91.1,65.4,64.4,yes,Telangana
2335,28,12,3,6,yes,yes,94.7,89.0,Moderate,3101,3903,74.9,100.0,54.4,no,Kerala
2243,33,30,11,4,yes,no,94.7,61.0,Low,2520,3098,85.6,74.5,35.3,no,Jammu And Kashmir
2113,31,23,11,5,yes,no,94.5,60.3,High,1065,877,76.2,91.0,69.3,no,Tamil Nadu
721,16,10,6,5,yes,yes,94.5,92.4,Low,456,627,76.1,54.4,70.5,no,Jharkhand
679,22,9,2,5,yes,no,94.2,30.9,High,5235,4308,78.3,81.1,76.6,yes,Himachal Pradesh
1635,7,24,5,5,yes,yes,94.2,46.3,Low,2962,3264,94.2,0.0,98.4,no,Telangana
604,9,27,4,4,yes,no,94.2,24.8,Low,2035,2276,85.6,94.7,78.5,no,Uttarakhand
2153,30,26,7,3,yes,no,94.1,70.1,Moderate,335,334,98.4,62.7,74.1,no,Uttar Pradesh
1035,6,7,6,2,yes,no,94.0,82.0,Low,1016,1077,98.9,80.7,70.6,no,Gujarat
2151,1,29,7,6,yes,yes,94.0,59.3,Low,1090,1278,89.4,39.8,49.2,no,Delhi (Nct)
741,26,26,7,6,yes,yes,93.9,85.0,Low,5621,4334,75.2,88.2,82.2,no,Uttar Pradesh
1927,1,24,7,1,yes,no,93.9,41.1,Moderate,4183,4181,100.0,51.0,92.4,no,Telangana
1060,19,10,2,4,yes,no,93.9,2.6,Moderate,821,675,80.8,75.6,70.5,no,Jharkhand
2358,25,22,8,2,yes,yes,93.8,85.7,Low,4384,4855,87.5,48.1,78.2,no,Sikkim
1406,6,15,11,5,yes,yes,93.8,78.5,Low,3322,4003,86.2,38.6,83.4,no,Manipur
443,17,25,8,4,yes,yes,93.8,38.6,Low,5867,4317,67.4,60.2,64.1,no,Tripura
1828,3,31,2,5,yes,no,93.7,21.9,Moderate,3933,3202,78.4,83.1,81.0,no,Ladakh
254,34,28,4,1,yes,no,93.6,25.5,Low,4824,4572,94.1,42.7,60.2,no,West Bengal
1500,27,30,10,6,yes,no,93.6,29.1,Low,1863,2073,87.9,76.3,52.6,no,Jammu And Kashmir
424,15,20,10,5,yes,no,93.6,83.5,High,170,222,75.8,62.9,71.4,no,Punjab
2,28,32,4,3,yes,yes,93.5,38.9,Moderate,2772,3768,74.5,99.0,75.9,no,Puducherry
2104,4,31,10,4,yes,yes,93.5,77.3,Low,3753,4598,80.2,0.0,60.7,no,Ladakh
646,30,15,8,4,yes,no,93.4,18.7,Moderate,604,476,76.9,97.3,46.0,no,Manipur
976,31,17,2,1,yes,yes,93.2,25.1,Low,4787,3545,62.0,89.6,52.8,no,Mizoram
787,32,14,12,5,yes,no,93.1,82.7,Moderate,765,932,82.5,70.5,54.5,no,Maharashtra
611,3,30,7,4,yes,yes,93.0,27.8,High,3915,4844,78.8,73.3,87.9,no,Jammu And Kashmir
813,14,29,1,2,yes,yes,92.9,41.5,Low,4185,3894,95.5,69.6,82.3,no,Delhi (Nct)
742,14,30,1,6,yes,yes,92.9,17.0,Low,4395,3773,87.1,71.2,93.7,no,Jammu And Kashmir
238,22,8,12,3,yes,no,92.9,18.3,High,835,836,98.4,74.9,56.8,yes,Haryana
1885,7,31,4,5,yes,yes,92.8,86.5,High,748,546,58.3,81.2,79.1,no,Ladakh
1438,29,16,12,1,yes,yes,92.8,90.7,Low,3117,3059,99.5,69.3,90.2,no,Meghalaya
1803,31,12,5,6,yes,yes,92.7,41.5,Low,3351,4220,83.3,58.3,55.5,no,Kerala
1337,23,30,12,1,yes,no,92.6,45.7,Low,1302,1074,75.8,100.0,65.4,no,Jammu And Kashmir
935,7,12,4,3,yes,yes,92.6,44.4,High,232,250,91.3,78.7,25.8,yes,Kerala
1108,25,9,2,6,yes,yes,92.6,13.3,Low,3876,4277,86.4,36.3,74.2,no,Himachal Pradesh
2224,8,32,9,1,yes,yes,92.6,47.0,Low,2626,3101,82.9,78.2,91.7,no,Puducherry
54,4,28,10,4,yes,yes,92.4,91.4,Moderate,1800,1853,100.0,97.3,64.4,no,West Bengal
671,21,15,2,2,yes,yes,92.4,17.4,Low,2199,2612,83.2,71.5,84.3,no,Manipur
702,21,14,1,2,yes,yes,92.4,0.0,High,3215,2465,69.9,91.2,74.9,yes,Maharashtra
600,16,6,11,1,yes,yes,92.3,22.8,Moderate,1576,1934,83.4,89.3,38.2,no,Goa
1190,21,9,2,6,yes,yes,92.3,75.1,Low,2376,2849,79.8,40.7,45.6,no,Himachal Pradesh
1121,9,31,6,3,yes,yes,92.3,19.5,Low,257,207,79.1,75.9,81.3,no,Ladakh
1411,24,12,1,5,yes,yes,92.2,68.1,Low,4346,3556,81.5,58.8,79.4,no,Kerala
2440,3,23,12,4,yes,yes,92.2,49.6,Moderate,5001,4013,77.6,86.1,65.7,no,Tamil Nadu
128,13,28,8,1,yes,yes,92.1,7.8,Moderate,2597,2726,98.6,72.3,88.1,no,West Bengal
686,31,10,9,1,yes,yes,92.1,28.0,Low,4794,4302,83.6,57.3,70.2,no,Jharkhand
875,22,28,9,5,yes,yes,92.1,66.3,Moderate,4570,4704,94.0,65.3,67.9,no,West Bengal
1703,26,2,11,6,yes,yes,92.1,30.9,Low,3657,3647,97.6,100.0,69.7,no,Arunachal Pradesh
2245,29,4,11,1,yes,yes,92.0,38.0,Moderate,1829,1939,95.9,88.9,46.7,no,Bihar
586,33,14,10,5,yes,yes,92.0,71.6,High,2999,2143,61.4,80.7,71.1,no,Maharashtra
466,36,10,5,2,yes,yes,91.9,14.0,Moderate,1171,935,72.3,73.3,100.0,no,Jharkhand
24,29,24,4,6,yes,yes,91.7,43.8,Moderate,1854,2484,78.0,61.6,70.2,no,Telangana
1630,11,25,10,4,yes,no,91.6,56.9,High,1416,1299,93.3,88.8,48.3,yes,Tripura
1658,11,24,1,1,yes,yes,91.6,5.3,Moderate,5308,4141,73.8,73.7,56.6,no,Telangana
1495,9,18,6,3,yes,yes,91.6,90.1,Low,2750,2332,81.95,93.6,59.5,no,Nagaland
1352,32,21,6,5,yes,no,91.5,90.8,Moderate,330,425,74.0,59.1,55.0,no,Rajasthan
93,14,14,1,1,yes,yes,91.4,31.8,Moderate,5171,4565,85.9,49.9,40.4,no,Maharashtra
411,18,15,10,4,yes,yes,91.3,48.9,High,4300,3443,79.2,0.0,60.3,no,Manipur
705,35,2,2,4,yes,yes,91.0,50.8,Low,1822,1572,82.7,37.0,97.3,no,Arunachal Pradesh
2321,8,16,8,1,yes,yes,91.0,88.2,Moderate,863,1141,74.3,66.4,39.1,no,Meghalaya
928,17,1,8,4,yes,yes,91.0,79.3,Low,1059,1306,83.5,67.0,58.7,no,Andhra Pradesh
1636,35,16,2,2,yes,yes,91.0,11.7,Low,4030,3769,91.0,82.3,65.3,no,Meghalaya
2003,8,15,1,3,yes,yes,90.9,77.6,Moderate,560,772,75.8,55.1,100.0,no,Manipur
1699,5,8,1,5,yes,yes,90.9,36.6,High,3232,2744,77.8,53.7,82.6,yes,Haryana
102,34,13,1,6,yes,yes,90.8,85.1,Low,1887,2444,80.9,70.6,70.8,no,Madhya Pradesh
1535,3,8,11,1,yes,yes,90.8,5.4,Low,2573,3555,73.2,84.0,16.4,no,Haryana
1064,13,12,3,4,yes,no,90.7,47.1,Moderate,1506,1344,84.1,63.4,67.1,no,Kerala
2471,36,1,5,2,yes,yes,90.5,70.3,Low,3539,4115,86.5,70.6,58.3,no,Andhra Pradesh
413,12,31,9,2,yes,yes,90.5,33.6,Low,2743,2303,76.0,58.7,39.9,no,Ladakh
1877,36,29,3,5,yes,yes,90.4,51.9,Moderate,2966,3459,82.4,67.6,84.9,no,Delhi (Nct)
1253,19,25,1,1,yes,yes,90.4,30.5,Low,5359,3893,65.8,0.0,54.5,no,Tripura
954,12,4,6,5,yes,yes,90.3,95.5,Low,4841,3844,69.4,91.2,81.8,no,Bihar
1519,4,9,7,3,yes,yes,90.3,4.1,Moderate,1289,1765,69.6,79.6,57.3,no,Himachal Pradesh
271,18,20,2,2,yes,no,90.2,85.7,Moderate,1676,2130,81.95,82.8,79.4,no,Punjab
738,33,5,2,1,yes,yes,90.2,44.8,High,253,258,99.7,80.2,100.0,no,Chhattisgarh
1734,15,12,2,4,yes,yes,90.1,62.2,Moderate,3871,2863,65.3,0.0,60.6,no,Kerala
1954,10,2,1,6,yes,yes,90.1,50.2,Moderate,3937,4306,92.1,90.1,65.7,no,Arunachal Pradesh
